0.99,0.05,0.07,0.19,2.138845663
1,0.04,-0.79,0.2,2.290683657
0.88,0.06,-0.47,0.31,1.326062056
0.95,0.05,-0.66,0.25,1.723713011
0.86,0.04,-0.55,0.2,1.244893649
0.84,0.07,-0.69,0.33,1.201818363
1.08,0.04,-1.13,0.22,3.953960847
1.03,0.07,-0.47,0.26,2.659617824
0.86,0.08,0.17,0.32,1.273769637
0.74,0.08,0.45,0.33,1.084111241
0.85,0.09,0.16,0.31,1.258025632
0.92,0.05,0.01,0.25,1.513016457
0.69,0.09,0.93,0.42,1.115472361
1.01,0.05,-0.89,0.25,2.419878769
0.92,0.05,-0.48,0.27,1.513016457
1.02,0.09,-0.21,0.3,2.433730979
0.72,0.03,0.54,0.11,1.024020302
0.96,0.05,-0.52,0.26,1.811282635
1.08,0.1,-1.44,0.5,3.326256133
1.15,0.03,-1.49,0.17,5.848222273
0.56,0.05,1.43,0.23,1.329880858
0.9,0.06,-0.42,0.29,1.414553137
0.8,0.05,-0.28,0.24,1.089281132
0.93,0.04,-0.38,0.23,1.565126047
0.66,0.05,0.57,0.23,1.113875115
0.79,0.03,0.01,0.13,1.047675857
0.87,0.05,-0.48,0.21,1.281747466
1.02,0.04,-0.79,0.22,2.617438604
0.95,0.05,-0.71,0.25,1.723713011
0.91,0.05,-0.48,0.23,1.457053381
0.87,0.04,-0.06,0.17,1.279100633
1,0.03,-0.85,0.14,2.305954634
0.82,0.03,-0.18,0.17,1.121124677
0.88,0.04,-0.45,0.17,1.315534327
1.03,0.04,-0.83,0.17,2.804543136
0.74,0.05,0.31,0.22,1.03739079
0.88,0.05,-0.43,0.28,1.31976829
0.88,0.05,-0.22,0.24,1.31976829
0.85,0.04,-0.31,0.13,1.212399209
0.91,0.03,-0.47,0.1,1.435298752
0.78,0.03,-0.22,0.11,1.031408496
0.9,0.11,-0.22,0.3,1.468953343
0.78,0.04,-0.24,0.2,1.044677992
0.72,0.02,0.18,0.13,1.016274398
0.82,0.05,-0.21,0.27,1.131417438
0.28,0.11,1.82,0.47,4.217998688
0.69,0.06,-0.02,0.28,1.079807496
0.61,0.02,0.58,0.11,1.187826395
0.51,0.1,1.33,0.39,1.582842063
1.06,0.03,-0.87,0.11,3.537216911
1,0.03,-0.68,0.12,2.305954634
0.91,0.06,-0.44,0.26,1.465548037
0.58,0.08,0.21,0.35,1.295996749
0.79,0.06,0.1,0.17,1.086866158
0.69,0.03,0.81,0.11,1.065797054
0.79,0.03,-0.77,0.18,1.047675857
0.59,0.03,0.59,0.16,1.227866803
1.18,0.04,-2.01,0.18,6.663543623
1.13,0.04,-1.21,0.13,5.262225479
1.16,0.07,-1.49,0.25,5.790047128
0.82,0.13,-0.25,0.28,1.26605987
0.79,0.1,-0.58,0.24,1.155845973
0.53,0.07,0.68,0.29,1.465072596
0.93,0.07,-0.25,0.26,1.591305899
0.61,0.06,0.49,0.23,1.205386148
0.82,0.05,-0.35,0.15,1.131417438
0.58,0.03,0.39,0.11,1.250433272
0.81,0.02,-0.1,0.09,1.086795781
0.57,0.11,0.49,0.42,1.358833649
0.52,0.04,0.78,0.24,1.492490306
0.69,0.05,0.9,0.19,1.07265428
-0.08,0.11,1.8,0.51,21.44230769
0.01,0.04,1.79,0.18,13.26701802
0.18,0.02,1.28,0.08,6.907767423
0.46,0.03,0.41,0.19,1.896090627
-0.17,0.09,2.84,0.47,40.84895285
-0.04,0.06,1.84,0.26,18.37467427
0.1,0.03,2.15,0.19,9.725104297
-0.02,0.09,2.23,0.58,15.82082965
0.47,0.06,1.47,0.33,1.809885553
0.94,0.05,-0.7,0.23,1.645428634
0.35,0.06,1.42,0.29,3.360659765
0.69,0.04,0.15,0.18,1.068093556
0.81,0.04,0.11,0.16,1.100006235
0.07,0.05,2.66,0.26,10.59415803
0.82,0.04,-0.26,0.2,1.12483568
0.89,0.03,-0.55,0.15,1.348338116
0.88,0.05,-0.46,0.23,1.31976829
0.73,0.03,0.04,0.14,1.015416716
0.94,0.07,-0.29,0.31,1.659032115
0.43,0.03,0.87,0.16,2.168223577
0.89,0.04,-0.75,0.17,1.35501089
0.68,0.04,0.32,0.17,1.082719434
0.76,0.06,-0.08,0.31,1.057882197
0.72,0.07,0.42,0.32,1.070506792
0.8,0.07,0.09,0.33,1.116796826
